policy_sk,policy_nk,policy_id,customer_id,policy_name,policy_term,policy_start_dt,policy_end_dt,policy_type_sk,policy_type_id,premium_amt,start_day,end_day,is_current
419,East|13579_1439,13579_1439,1439,HSB_Lifeclaim_13579,Quarterly,2010-10-31,2033-12-27,2,13579,5000,0,,True
420,East|13579_144,13579_144,144,HSB_Lifeclaim_13579,Quarterly,2013-12-31,2029-12-27,2,13579,5000,0,,True
421,East|13579_1471,13579_1471,1471,HSB_Lifeclaim_13579,Quarterly,2005-12-31,2029-12-28,2,13579,5000,0,,True
422,East|13579_1472,13579_1472,1472,HSB_Lifeclaim_13579,Quarterly,2008-12-30,2032-12-27,2,13579,5000,0,,True
423,East|13579_1494,13579_1494,1494,HSB_Lifeclaim_13579,Quarterly,2008-04-01,2029-12-27,2,13579,5000,0,,True
424,East|13579_1497,13579_1497,1497,HSB_Lifeclaim_13579,Quarterly,2009-03-30,2029-12-27,2,13579,5000,0,,True
429,East|13579_15,13579_15,15,HSB_Lifeclaim_13579,Quarterly,2008-04-01,2031-12-27,2,13579,5000,0,,True
426,East|13579_1519,13579_1519,1519,HSB_Lifeclaim_13579,Quarterly,2002-10-31,2030-12-27,2,13579,5000,0,,True
427,East|13579_1580,13579_1580,1580,HSB_Lifeclaim_13579,Quarterly,2009-12-31,2028-12-27,2,13579,5000,0,,True
428,East|13579_1595,13579_1595,1595,HSB_Lifeclaim_13579,Quarterly,2006-11-01,2030-12-27,2,13579,5000,0,,True
430,East|13579_1602,13579_1602,1602,HSB_Lifeclaim_13579,Quarterly,2006-12-31,2029-12-27,2,13579,5000,0,,True
431,East|13579_1607,13579_1607,1607,HSB_Lifeclaim_13579,Quarterly,2009-12-31,2028-12-27,2,13579,5000,0,,True
432,East|13579_1639,13579_1639,1639,HSB_Lifeclaim_13579,Quarterly,2008-12-30,2033-12-27,2,13579,5000,0,,True
433,East|13579_1646,13579_1646,1646,HSB_Lifeclaim_13579,Quarterly,2007-12-31,2032-12-27,2,13579,5000,0,,True
434,East|13579_1649,13579_1649,1649,HSB_Lifeclaim_13579,Quarterly,2007-10-31,2028-12-27,2,13579,5000,0,,True
435,East|13579_1690,13579_1690,1690,HSB_Lifeclaim_13579,Quarterly,2003-10-31,2036-12-27,2,13579,5000,0,,True
436,East|13579_1699,13579_1699,1699,HSB_Lifeclaim_13579,Quarterly,2010-12-31,2028-12-27,2,13579,5000,0,,True
437,East|13579_1709,13579_1709,1709,HSB_Lifeclaim_13579,Quarterly,2005-12-31,2029-12-27,2,13579,5000,0,,True
438,East|13579_171,13579_171,171,HSB_Lifeclaim_13579,Quarterly,2007-12-31,2030-12-30,2,13579,5000,0,,True
439,East|13579_1727,13579_1727,1727,HSB_Lifeclaim_13579,Quarterly,2008-12-30,2028-12-27,2,13579,5000,0,,True
440,East|13579_1728,13579_1728,1728,HSB_Lifeclaim_13579,Quarterly,2007-01-01,2029-12-29,2,13579,5000,0,,True
441,East|13579_1733,13579_1733,1733,HSB_Lifeclaim_13579,Quarterly,2009-10-31,2035-12-27,2,13579,5000,0,,True
442,East|13579_1840,13579_1840,1840,HSB_Lifeclaim_13579,Quarterly,2005-12-31,2030-12-29,2,13579,5000,0,,True
443,East|13579_1860,13579_1860,1860,HSB_Lifeclaim_13579,Quarterly,2007-12-31,2031-12-27,2,13579,5000,0,,True
444,East|13579_1882,13579_1882,1882,HSB_Lifeclaim_13579,Quarterly,2005-12-31,2030-12-31,2,13579,5000,0,,True
445,East|13579_1889,13579_1889,1889,HSB_Lifeclaim_13579,Quarterly,2013-10-31,2027-12-27,2,13579,5000,0,,True
446,East|13579_1906,13579_1906,1906,HSB_Lifeclaim_13579,Quarterly,2004-10-31,2033-12-27,2,13579,5000,0,,True
447,East|13579_1907,13579_1907,1907,HSB_Lifeclaim_13579,Quarterly,2012-04-01,2037-12-28,2,13579,5000,0,,True
448,East|13579_1946,13579_1946,1946,HSB_Lifeclaim_13579,Quarterly,2002-10-31,2033-12-27,2,13579,5000,0,,True
449,East|13579_1998,13579_1998,1998,HSB_Lifeclaim_13579,Quarterly,2008-12-30,2035-12-27,2,13579,5000,0,,True
450,East|13579_2038,13579_2038,2038,HSB_Lifeclaim_13579,Quarterly,2005-12-31,2034-12-27,2,13579,5000,0,,True
451,East|13579_2081,13579_2081,2081,HSB_Lifeclaim_13579,Quarterly,2009-12-31,2029-12-27,2,13579,5000,0,,True
452,East|13579_2089,13579_2089,2089,HSB_Lifeclaim_13579,Quarterly,2010-04-03,2030-12-27,2,13579,5000,0,,True
453,East|13579_210,13579_210,210,HSB_Lifeclaim_13579,Quarterly,2005-12-31,2033-12-27,2,13579,5000,0,,True
454,East|13579_211,13579_211,211,HSB_Lifeclaim_13579,Quarterly,2008-04-02,2030-12-27,2,13579,5000,0,,True
455,East|13579_2165,13579_2165,2165,HSB_Lifeclaim_13579,Quarterly,2013-12-31,2025-12-27,2,13579,5000,0,,True
456,East|13579_2178,13579_2178,2178,HSB_Lifeclaim_13579,Quarterly,2006-12-31,2036-12-27,2,13579,5000,0,,True
457,East|13579_2189,13579_2189,2189,HSB_Lifeclaim_13579,Quarterly,2008-04-01,2028-12-27,2,13579,5000,0,,True
458,East|13579_2196,13579_2196,2196,HSB_Lifeclaim_13579,Quarterly,2007-10-31,2032-12-27,2,13579,5000,0,,True
459,East|13579_2198,13579_2198,2198,HSB_Lifeclaim_13579,Quarterly,2014-12-31,2029-12-27,2,13579,5000,0,,True
460,East|13579_2211,13579_2211,2211,HSB_Lifeclaim_13579,Quarterly,2006-12-31,2030-12-28,2,13579,5000,0,,True
461,East|13579_2215,13579_2215,2215,HSB_Lifeclaim_13579,Quarterly,2005-10-31,2031-01-02,2,13579,5000,0,,True
462,East|13579_2216,13579_2216,2216,HSB_Lifeclaim_13579,Quarterly,2005-12-31,2029-12-27,2,13579,5000,0,,True
463,East|13579_2279,13579_2279,2279,HSB_Lifeclaim_13579,Quarterly,2007-12-31,2034-12-27,2,13579,5000,0,,True
464,East|13579_2338,13579_2338,2338,HSB_Lifeclaim_13579,Quarterly,2012-12-30,2033-12-27,2,13579,5000,0,,True
465,East|13579_2351,13579_2351,2351,HSB_Lifeclaim_13579,Quarterly,2005-12-31,2032-12-27,2,13579,5000,0,,True
466,East|13579_2382,13579_2382,2382,HSB_Lifeclaim_13579,Quarterly,2011-04-01,2032-12-27,2,13579,5000,0,,True
467,East|13579_2391,13579_2391,2391,HSB_Lifeclaim_13579,Quarterly,2005-12-31,2031-12-27,2,13579,5000,0,,True
468,East|13579_2460,13579_2460,2460,HSB_Lifeclaim_13579,Quarterly,2006-12-31,2033-12-27,2,13579,5000,0,,True
469,East|13579_2508,13579_2508,2508,HSB_Lifeclaim_13579,Quarterly,2012-10-31,2033-12-27,2,13579,5000,0,,True
470,East|13579_2509,13579_2509,2509,HSB_Lifeclaim_13579,Quarterly,2013-03-30,2025-12-27,2,13579,5000,0,,True
471,East|13579_2512,13579_2512,2512,HSB_Lifeclaim_13579,Quarterly,2007-04-01,2029-12-27,2,13579,5000,0,,True
472,East|13579_2516,13579_2516,2516,HSB_Lifeclaim_13579,Quarterly,2007-12-31,2036-12-27,2,13579,5000,0,,True
473,East|13579_2520,13579_2520,2520,HSB_Lifeclaim_13579,Quarterly,2011-04-01,2029-12-27,2,13579,5000,0,,True
474,East|13579_2549,13579_2549,2549,HSB_Lifeclaim_13579,Quarterly,2007-12-31,2038-12-27,2,13579,5000,0,,True
475,East|13579_256,13579_256,256,HSB_Lifeclaim_13579,Quarterly,2008-12-30,2029-12-27,2,13579,5000,0,,True
476,East|13579_2601,13579_2601,2601,HSB_Lifeclaim_13579,Quarterly,2009-03-30,2029-12-27,2,13579,5000,0,,True
477,East|13579_2613,13579_2613,2613,HSB_Lifeclaim_13579,Quarterly,2011-11-01,2030-12-30,2,13579,5000,0,,True
478,East|13579_2618,13579_2618,2618,HSB_Lifeclaim_13579,Quarterly,2007-12-31,2035-12-27,2,13579,5000,0,,True
479,East|13579_2660,13579_2660,2660,HSB_Lifeclaim_13579,Quarterly,2008-04-01,2028-12-27,2,13579,5000,0,,True
480,East|13579_2667,13579_2667,2667,HSB_Lifeclaim_13579,Quarterly,2010-12-31,2036-12-27,2,13579,5000,0,,True
481,East|13579_2685,13579_2685,2685,HSB_Lifeclaim_13579,Quarterly,2006-10-31,2032-12-27,2,13579,5000,0,,True
482,East|13579_2689,13579_2689,2689,HSB_Lifeclaim_13579,Quarterly,2009-12-31,2035-12-27,2,13579,5000,0,,True
483,East|13579_2693,13579_2693,2693,HSB_Lifeclaim_13579,Quarterly,2012-12-30,2026-12-27,2,13579,5000,0,,True
484,East|13579_2737,13579_2737,2737,HSB_Lifeclaim_13579,Quarterly,2014-12-31,2026-12-27,2,13579,5000,0,,True
485,East|13579_275,13579_275,275,HSB_Lifeclaim_13579,Quarterly,2007-12-31,2032-12-27,2,13579,5000,0,,True
489,East|13579_276,13579_276,276,HSB_Lifeclaim_13579,Quarterly,2008-12-30,2035-12-27,2,13579,5000,0,,True
486,East|13579_2760,13579_2760,2760,HSB_Lifeclaim_13579,Quarterly,2009-12-31,2029-12-27,2,13579,5000,0,,True
487,East|13579_2764,13579_2764,2764,HSB_Lifeclaim_13579,Quarterly,2008-12-30,2032-12-30,2,13579,5000,0,,True
488,East|13579_2765,13579_2765,2765,HSB_Lifeclaim_13579,Quarterly,2011-10-31,2029-12-27,2,13579,5000,0,,True
490,East|13579_2776,13579_2776,2776,HSB_Lifeclaim_13579,Quarterly,2012-04-05,2029-12-27,2,13579,5000,0,,True
491,East|13579_2797,13579_2797,2797,HSB_Lifeclaim_13579,Quarterly,2007-04-01,2029-12-27,2,13579,5000,0,,True
492,East|13579_283,13579_283,283,HSB_Lifeclaim_13579,Quarterly,2011-10-31,2032-12-27,2,13579,5000,0,,True
493,East|13579_2883,13579_2883,2883,HSB_Lifeclaim_13579,Quarterly,2012-12-30,2027-12-27,2,13579,5000,0,,True
494,East|13579_2884,13579_2884,2884,HSB_Lifeclaim_13579,Quarterly,2011-12-31,2026-12-27,2,13579,5000,0,,True
495,East|13579_2908,13579_2908,2908,HSB_Lifeclaim_13579,Quarterly,2007-04-01,2036-12-27,2,13579,5000,0,,True
496,East|13579_2923,13579_2923,2923,HSB_Lifeclaim_13579,Quarterly,2011-12-31,2025-12-27,2,13579,5000,0,,True
497,East|13579_2924,13579_2924,2924,HSB_Lifeclaim_13579,Quarterly,2005-10-31,2029-12-27,2,13579,5000,0,,True
498,East|13579_2932,13579_2932,2932,HSB_Lifeclaim_13579,Quarterly,2005-12-31,2032-12-27,2,13579,5000,0,,True
499,East|13579_2935,13579_2935,2935,HSB_Lifeclaim_13579,Quarterly,2011-10-31,2031-12-27,2,13579,5000,0,,True
500,East|13579_2938,13579_2938,2938,HSB_Lifeclaim_13579,Quarterly,2011-12-31,2033-12-27,2,13579,5000,0,,True
501,East|13579_2941,13579_2941,2941,HSB_Lifeclaim_13579,Quarterly,2006-04-01,2027-12-27,2,13579,5000,0,,True
502,East|13579_2947,13579_2947,2947,HSB_Lifeclaim_13579,Quarterly,2008-12-30,2035-12-27,2,13579,5000,0,,True
503,East|13579_2952,13579_2952,2952,HSB_Lifeclaim_13579,Quarterly,2006-12-31,2037-12-27,2,13579,5000,0,,True
504,East|13579_2963,13579_2963,2963,HSB_Lifeclaim_13579,Quarterly,2007-12-31,2028-12-27,2,13579,5000,0,,True
505,East|13579_2964,13579_2964,2964,HSB_Lifeclaim_13579,Quarterly,2007-12-31,2033-12-27,2,13579,5000,0,,True
506,East|13579_2980,13579_2980,2980,HSB_Lifeclaim_13579,Quarterly,2006-12-31,2031-12-27,2,13579,5000,0,,True
532,East|13579_3,13579_3,3,HSB_Lifeclaim_13579,Quarterly,2009-01-01,2031-12-28,2,13579,5000,0,,True
507,East|13579_3011,13579_3011,3011,HSB_Lifeclaim_13579,Quarterly,2005-12-31,2033-12-27,2,13579,5000,0,,True
508,East|13579_3012,13579_3012,3012,HSB_Lifeclaim_13579,Quarterly,2009-12-31,2030-12-27,2,13579,5000,0,,True
509,East|13579_3078,13579_3078,3078,HSB_Lifeclaim_13579,Quarterly,2007-12-31,2031-12-27,2,13579,5000,0,,True
510,East|13579_3079,13579_3079,3079,HSB_Lifeclaim_13579,Quarterly,2005-10-31,2034-12-27,2,13579,5000,0,,True
511,East|13579_3095,13579_3095,3095,HSB_Lifeclaim_13579,Quarterly,2008-12-30,2028-12-27,2,13579,5000,0,,True
512,East|13579_3096,13579_3096,3096,HSB_Lifeclaim_13579,Quarterly,2013-10-31,2035-12-27,2,13579,5000,0,,True
513,East|13579_3098,13579_3098,3098,HSB_Lifeclaim_13579,Quarterly,2011-12-31,2034-12-27,2,13579,5000,0,,True
514,East|13579_3138,13579_3138,3138,HSB_Lifeclaim_13579,Quarterly,2005-10-31,2031-12-27,2,13579,5000,0,,True
515,East|13579_3246,13579_3246,3246,HSB_Lifeclaim_13579,Quarterly,2002-10-31,2034-12-27,2,13579,5000,0,,True
516,East|13579_3249,13579_3249,3249,HSB_Lifeclaim_13579,Quarterly,2011-12-31,2026-12-27,2,13579,5000,0,,True
517,East|13579_3251,13579_3251,3251,HSB_Lifeclaim_13579,Quarterly,2010-10-31,2035-12-27,2,13579,5000,0,,True
518,East|13579_3252,13579_3252,3252,HSB_Lifeclaim_13579,Quarterly,2007-10-31,2027-12-27,2,13579,5000,0,,True
519,East|13579_3269,13579_3269,3269,HSB_Lifeclaim_13579,Quarterly,2006-12-31,2029-12-28,2,13579,5000,0,,True
520,East|13579_3306,13579_3306,3306,HSB_Lifeclaim_13579,Quarterly,2007-01-01,2029-12-29,2,13579,5000,0,,True
521,East|13579_3307,13579_3307,3307,HSB_Lifeclaim_13579,Quarterly,2005-12-31,2031-12-27,2,13579,5000,0,,True
522,East|13579_3310,13579_3310,3310,HSB_Lifeclaim_13579,Quarterly,2011-12-31,2036-12-27,2,13579,5000,0,,True
523,East|13579_3311,13579_3311,3311,HSB_Lifeclaim_13579,Quarterly,2005-12-31,2031-12-27,2,13579,5000,0,,True
524,East|13579_3366,13579_3366,3366,HSB_Lifeclaim_13579,Quarterly,2007-01-02,2029-12-27,2,13579,5000,0,,True
525,East|13579_3367,13579_3367,3367,HSB_Lifeclaim_13579,Quarterly,2007-12-31,2036-12-27,2,13579,5000,0,,True
526,East|13579_3369,13579_3369,3369,HSB_Lifeclaim_13579,Quarterly,2008-12-30,2034-12-27,2,13579,5000,0,,True
527,East|13579_3374,13579_3374,3374,HSB_Lifeclaim_13579,Quarterly,2007-12-31,2032-12-27,2,13579,5000,0,,True
528,East|13579_344,13579_344,344,HSB_Lifeclaim_13579,Quarterly,2010-12-31,2033-12-27,2,13579,5000,0,,True
529,East|13579_366,13579_366,366,HSB_Lifeclaim_13579,Quarterly,2007-04-01,2037-12-27,2,13579,5000,0,,True
530,East|13579_371,13579_371,371,HSB_Lifeclaim_13579,Quarterly,2012-12-30,2037-12-27,2,13579,5000,0,,True
531,East|13579_393,13579_393,393,HSB_Lifeclaim_13579,Quarterly,2012-04-01,2030-12-27,2,13579,5000,0,,True
533,East|13579_406,13579_406,406,HSB_Lifeclaim_13579,Quarterly,2009-10-31,2031-12-27,2,13579,5000,0,,True
534,East|13579_460,13579_460,460,HSB_Lifeclaim_13579,Quarterly,2008-01-02,2030-12-28,2,13579,5000,0,,True
535,East|13579_468,13579_468,468,HSB_Lifeclaim_13579,Quarterly,2006-12-31,2029-12-28,2,13579,5000,0,,True
536,East|13579_470,13579_470,470,HSB_Lifeclaim_13579,Quarterly,2006-04-01,2030-12-27,2,13579,5000,0,,True
537,East|13579_487,13579_487,487,HSB_Lifeclaim_13579,Quarterly,2008-12-30,2031-12-27,2,13579,5000,0,,True
538,East|13579_488,13579_488,488,HSB_Lifeclaim_13579,Quarterly,2008-12-30,2027-12-27,2,13579,5000,0,,True
539,East|13579_491,13579_491,491,HSB_Lifeclaim_13579,Quarterly,2003-10-31,2027-12-27,2,13579,5000,0,,True
540,East|13579_56,13579_56,56,HSB_Lifeclaim_13579,Quarterly,2009-12-31,2032-12-27,2,13579,5000,0,,True
541,East|13579_578,13579_578,578,HSB_Lifeclaim_13579,Quarterly,2010-12-31,2030-12-27,2,13579,5000,0,,True
542,East|13579_579,13579_579,579,HSB_Lifeclaim_13579,Quarterly,2006-12-31,2033-12-27,2,13579,5000,0,,True
543,East|13579_584,13579_584,584,HSB_Lifeclaim_13579,Quarterly,2013-03-30,2029-12-27,2,13579,5000,0,,True
544,East|13579_585,13579_585,585,HSB_Lifeclaim_13579,Quarterly,2004-12-30,2035-12-27,2,13579,5000,0,,True
545,East|13579_600,13579_600,600,HSB_Lifeclaim_13579,Quarterly,2008-12-30,2037-12-27,2,13579,5000,0,,True
546,East|13579_621,13579_621,621,HSB_Lifeclaim_13579,Quarterly,2007-12-31,2032-12-27,2,13579,5000,0,,True
547,East|13579_627,13579_627,627,HSB_Lifeclaim_13579,Quarterly,2010-04-01,2029-12-27,2,13579,5000,0,,True
548,East|13579_657,13579_657,657,HSB_Lifeclaim_13579,Quarterly,2006-12-31,2029-12-31,2,13579,5000,0,,True
549,East|13579_711,13579_711,711,HSB_Lifeclaim_13579,Quarterly,2014-12-31,2027-12-27,2,13579,5000,0,,True
550,East|13579_731,13579_731,731,HSB_Lifeclaim_13579,Quarterly,2006-12-31,2032-12-27,2,13579,5000,0,,True
551,East|13579_737,13579_737,737,HSB_Lifeclaim_13579,Quarterly,2007-04-01,2029-12-28,2,13579,5000,0,,True
552,East|13579_84,13579_84,84,HSB_Lifeclaim_13579,Quarterly,2007-12-31,2030-12-27,2,13579,5000,0,,True
553,East|13579_854,13579_854,854,HSB_Lifeclaim_13579,Quarterly,2008-04-01,2031-12-27,2,13579,5000,0,,True
554,East|13579_855,13579_855,855,HSB_Lifeclaim_13579,Quarterly,2007-12-31,2032-12-27,2,13579,5000,0,,True
555,East|13579_894,13579_894,894,HSB_Lifeclaim_13579,Quarterly,2006-12-31,2030-12-27,2,13579,5000,0,,True
556,East|13579_898,13579_898,898,HSB_Lifeclaim_13579,Quarterly,2009-03-30,2032-12-27,2,13579,5000,0,,True
557,East|13579_899,13579_899,899,HSB_Lifeclaim_13579,Quarterly,2009-03-30,2031-12-27,2,13579,5000,0,,True
558,East|13579_903,13579_903,903,HSB_Lifeclaim_13579,Quarterly,2011-04-01,2032-12-27,2,13579,5000,0,,True
559,East|13579_911,13579_911,911,HSB_Lifeclaim_13579,Quarterly,2013-12-31,2028-12-27,2,13579,5000,0,,True
560,East|13579_925,13579_925,925,HSB_Lifeclaim_13579,Quarterly,2008-10-31,2034-12-27,2,13579,5000,0,,True
561,East|13579_975,13579_975,975,HSB_Lifeclaim_13579,Quarterly,2009-10-31,2031-12-27,2,13579,5000,0,,True
562,East|13579_980,13579_980,980,HSB_Lifeclaim_13579,Quarterly,2007-12-31,2030-12-27,2,13579,5000,0,,True
563,East|13579_995,13579_995,995,HSB_Lifeclaim_13579,Quarterly,2013-12-31,2037-12-27,2,13579,5000,0,,True
564,East|13579_997,13579_997,997,HSB_Lifeclaim_13579,Quarterly,2004-12-30,2031-12-27,2,13579,5000,0,,True
565,East|19181_1354,19181_1354,940,HSB_Termclaim_23579,Quarterly,2007-12-31,2036-12-27,3,19181,5000,0,1.0,False
566,East|19181_1354,19181_1354,3137,HSB_Termclaim_23579,Quarterly,2010-12-31,2036-12-27,3,19181,5000,1,2.0,False
567,East|19181_1354,19181_1354,605,HSB_Termclaim_23579,Quarterly,2011-12-30,2036-12-27,3,19181,5000,2,,True
568,East|19182_697,19182_697,1603,HSB_WholeLife_22468,Half Yearly,2011-06-30,2112-01-01,4,19182,60000,0,1.0,False
569,East|19182_697,19182_697,940,HSB_WholeLife_22468,Half Yearly,2012-03-31,2112-01-01,4,19182,60000,1,2.0,False
570,East|19182_697,19182_697,3137,HSB_WholeLife_22468,Half Yearly,2012-03-31,2112-01-01,4,19182,60000,2,,True
571,East|19183_674,19183_674,1603,HSB_Endowment_19183,Quarterly,2011-03-30,2112-01-01,5,19183,5000,1,2.0,False
572,East|19183_674,19183_674,940,HSB_Endowment_19183,Quarterly,2010-12-31,2112-01-01,5,19183,5000,2,,True
573,East|19184_188,19184_188,2506,HSB_Moneyback_19184,Quarterly,2010-12-31,2036-12-27,6,19184,5000,0,2.0,False
574,East|19184_188,19184_188,1603,HSB_Moneyback_19184,Quarterly,2012-03-30,2036-12-27,6,19184,5000,2,,True
575,East|19185_3106,19185_3106,437,HSB_ChildPlan_19185,Quarterly,2007-12-31,2035-12-27,7,19185,5000,0,1.0,False
576,East|19185_3106,19185_3106,2506,HSB_ChildPlan_19185,Quarterly,2012-12-31,2035-12-27,7,19185,5000,1,,True
577,East|19186_597,19186_597,605,HSB_UnitLinked_19186,Quarterly,2008-12-30,2037-12-27,8,19186,5000,0,1.0,False
578,East|19186_597,19186_597,437,HSB_UnitLinked_19186,Quarterly,2009-12-31,2037-12-27,8,19186,5000,1,2.0,False
579,East|19186_597,19186_597,2506,HSB_UnitLinked_19186,Quarterly,2013-12-31,2037-12-27,8,19186,5000,2,,True
580,East|19187_2108,19187_2108,3137,HSB_AnnuityPlan_19187,Quarterly,2009-12-31,2037-12-27,9,19187,5000,0,1.0,False
581,East|19187_2108,19187_2108,605,HSB_AnnuityPlan_19187,Quarterly,2010-12-30,2037-12-27,9,19187,5000,1,2.0,False
582,East|19187_2108,19187_2108,437,HSB_AnnuityPlan_19187,Quarterly,2010-12-31,2037-12-27,9,19187,5000,2,,True
583,East|88888_1354,88888_1354,88888,HSB_Termclaim_99999,Quarterly,2010-12-31,2036-12-27,11,88888,5000,2,,True
584,East|98765_1000,98765_1000,1000,HSB_Auto_98765,Monthly,2010-06-01,2030-12-27,12,98765,2000,0,,True
585,East|98765_1009,98765_1009,1009,HSB_Auto_98765,Monthly,2010-03-03,2036-12-27,12,98765,2000,0,,True
586,East|98765_1062,98765_1062,1062,HSB_Auto_98765,Monthly,2010-06-01,2028-12-27,12,98765,2000,0,,True
587,East|98765_1072,98765_1072,1072,HSB_Auto_98765,Monthly,2005-05-30,2027-12-27,12,98765,2000,0,,True
592,East|98765_11,98765_11,11,HSB_Auto_98765,Monthly,2012-12-31,2028-12-27,12,98765,2000,0,,True
588,East|98765_1124,98765_1124,1124,HSB_Auto_98765,Monthly,2011-03-03,2033-12-27,12,98765,2000,0,,True
589,East|98765_1151,98765_1151,1151,HSB_Auto_98765,Monthly,2007-03-03,2031-12-27,12,98765,2000,0,,True
590,East|98765_1159,98765_1159,1159,HSB_Auto_98765,Monthly,2008-01-02,2031-12-28,12,98765,2000,0,,True
591,East|98765_1197,98765_1197,1197,HSB_Auto_98765,Monthly,2006-03-03,2032-12-27,12,98765,2000,0,,True
593,East|98765_1217,98765_1217,1217,HSB_Auto_98765,Monthly,2007-06-01,2029-12-30,12,98765,2000,0,,True
594,East|98765_1227,98765_1227,1227,HSB_Auto_98765,Monthly,2008-06-03,2028-12-27,12,98765,2000,0,,True
595,East|98765_1352,98765_1352,1352,HSB_Auto_98765,Monthly,2009-12-31,2025-12-27,12,98765,2000,0,,True
596,East|98765_1590,98765_1590,1590,HSB_Auto_98765,Monthly,2004-03-02,2031-12-27,12,98765,2000,0,,True
597,East|98765_1625,98765_1625,1625,HSB_Auto_98765,Monthly,2011-06-01,2030-12-27,12,98765,2000,0,,True
598,East|98765_1679,98765_1679,1679,HSB_Auto_98765,Monthly,2009-03-02,2031-12-27,12,98765,2000,0,,True
599,East|98765_1680,98765_1680,1680,HSB_Auto_98765,Monthly,2010-06-01,2031-12-27,12,98765,2000,0,,True
600,East|98765_1891,98765_1891,1891,HSB_Auto_98765,Monthly,2007-06-01,2031-12-27,12,98765,2000,0,,True
601,East|98765_2020,98765_2020,2020,HSB_Auto_98765,Monthly,2006-12-31,2029-12-27,12,98765,2000,0,,True
602,East|98765_2197,98765_2197,2197,HSB_Auto_98765,Monthly,2006-06-01,2033-12-27,12,98765,2000,0,,True
603,East|98765_2250,98765_2250,2250,HSB_Auto_98765,Monthly,2015-03-03,2034-12-27,12,98765,2000,0,,True
604,East|98765_2303,98765_2303,2303,HSB_Auto_98765,Monthly,2006-12-31,2031-12-27,12,98765,2000,0,,True
605,East|98765_2352,98765_2352,2352,HSB_Auto_98765,Monthly,2009-05-30,2033-12-27,12,98765,2000,0,,True
606,East|98765_2363,98765_2363,2363,HSB_Auto_98765,Monthly,2005-12-31,2032-12-27,12,98765,2000,0,,True
607,East|98765_2561,98765_2561,2561,HSB_Auto_98765,Monthly,2015-03-03,2027-12-27,12,98765,2000,0,,True
608,East|98765_2571,98765_2571,2571,HSB_Auto_98765,Monthly,2006-12-31,2035-12-27,12,98765,2000,0,,True
609,East|98765_263,98765_263,263,HSB_Auto_98765,Monthly,2008-03-02,2030-12-28,12,98765,2000,0,,True
610,East|98765_2709,98765_2709,2709,HSB_Auto_98765,Monthly,2012-03-02,2026-12-27,12,98765,2000,0,,True
611,East|98765_2747,98765_2747,2747,HSB_Auto_98765,Monthly,2007-06-02,2029-12-27,12,98765,2000,0,,True
612,East|98765_2903,98765_2903,2903,HSB_Auto_98765,Monthly,2008-12-31,2029-12-27,12,98765,2000,0,,True
613,East|98765_3067,98765_3067,3067,HSB_Auto_98765,Monthly,2008-03-02,2029-12-29,12,98765,2000,0,,True
614,East|98765_3076,98765_3076,3076,HSB_Auto_98765,Monthly,2012-03-02,2036-12-27,12,98765,2000,0,,True
615,East|98765_3136,98765_3136,3136,HSB_Auto_98765,Monthly,2007-03-03,2028-12-27,12,98765,2000,0,,True
616,East|98765_3139,98765_3139,3139,HSB_Auto_98765,Monthly,2007-03-01,2029-12-30,12,98765,2000,0,,True
617,East|98765_3266,98765_3266,3266,HSB_Auto_98765,Monthly,2008-06-01,2029-12-27,12,98765,2000,0,,True
618,East|98765_329,98765_329,329,HSB_Auto_98765,Monthly,2012-03-02,2032-12-27,12,98765,2000,0,,True
619,East|98765_3309,98765_3309,3309,HSB_Auto_98765,Monthly,2007-03-03,2032-12-27,12,98765,2000,0,,True
620,East|98765_3314,98765_3314,3314,HSB_Auto_98765,Monthly,2005-12-31,2029-12-29,12,98765,2000,0,,True
621,East|98765_3342,98765_3342,3342,HSB_Auto_98765,Monthly,2009-05-30,2028-12-27,12,98765,2000,0,,True
622,East|98765_3386,98765_3386,3386,HSB_Auto_98765,Monthly,2007-03-03,2029-12-27,12,98765,2000,0,,True
623,East|98765_339,98765_339,339,HSB_Auto_98765,Monthly,2007-03-03,2029-12-27,12,98765,2000,0,,True
624,East|98765_3400,98765_3400,3400,HSB_Auto_98765,Monthly,2008-06-01,2029-12-27,12,98765,2000,0,,True
625,East|98765_343,98765_343,343,HSB_Auto_98765,Monthly,2010-12-31,2031-12-27,12,98765,2000,0,,True
626,East|98765_351,98765_351,351,HSB_Auto_98765,Monthly,2007-03-03,2030-12-27,12,98765,2000,0,,True
627,East|98765_397,98765_397,397,HSB_Auto_98765,Monthly,2007-03-02,2029-12-30,12,98765,2000,0,,True
628,East|98765_398,98765_398,398,HSB_Auto_98765,Monthly,2007-06-01,2029-12-29,12,98765,2000,0,,True
629,East|98765_467,98765_467,467,HSB_Auto_98765,Monthly,2013-03-02,2035-12-27,12,98765,2000,0,,True
630,East|98765_469,98765_469,469,HSB_Auto_98765,Monthly,2010-06-01,2035-12-27,12,98765,2000,0,,True
631,East|98765_663,98765_663,663,HSB_Auto_98765,Monthly,2007-03-03,2032-12-27,12,98765,2000,0,,True
632,East|98765_667,98765_667,667,HSB_Auto_98765,Monthly,2011-12-31,2034-12-27,12,98765,2000,0,,True
633,East|98765_68,98765_68,68,HSB_Auto_98765,Monthly,2008-06-01,2027-12-27,12,98765,2000,0,,True
