fact_sk,snapshot_day,src_region_file,src_file,customer_sk,policy_sk,policy_type_sk,address_sk,total_policy_amt,premium_amt,premium_amt_paid_tilldate,next_premium_dt,actual_premium_paid_dt
696,0,South,Insurance_details_US_South_day0.csv,329.0,748.0,2,417,500000,5000,60000,2011-04-01,2011-04-11
697,0,South,Insurance_details_US_South_day0.csv,257.0,863.0,12,856,200000,2000,72000,2007-01-31,2007-03-02
698,0,South,Insurance_details_US_South_day0.csv,203.0,652.0,10,652,400000,60000,60000,2009-06-30,2009-07-20
699,0,South,Insurance_details_US_South_day0.csv,429.0,763.0,2,752,500000,5000,60000,2011-04-01,2011-04-11
700,0,South,Insurance_details_US_South_day0.csv,811.0,891.0,12,486,200000,2000,72000,2015-01-31,2015-03-02
701,0,South,Insurance_details_US_South_day0.csv,240.0,737.0,2,341,500000,5000,60000,2010-04-01,2010-04-11
702,0,South,Insurance_details_US_South_day0.csv,1148.0,713.0,10,818,400000,60000,60000,2009-06-30,2009-07-20
703,0,South,Insurance_details_US_South_day0.csv,289.0,661.0,10,314,400000,60000,60000,2018-06-30,2018-07-20
704,0,South,Insurance_details_US_South_day0.csv,517.0,779.0,2,536,500000,5000,60000,2018-04-01,2018-04-11
705,0,South,Insurance_details_US_South_day0.csv,702.0,694.0,10,59,400000,60000,60000,2016-06-29,2016-07-19
706,0,South,Insurance_details_US_South_day0.csv,813.0,820.0,2,891,500000,5000,60000,2011-04-01,2011-04-11
707,0,South,Insurance_details_US_South_day0.csv,885.0,831.0,2,67,500000,5000,60000,2010-04-01,2010-04-11
708,0,South,Insurance_details_US_South_day0.csv,619.0,793.0,2,279,500000,5000,60000,2015-04-01,2015-04-11
709,0,South,Insurance_details_US_South_day0.csv,959.0,896.0,12,799,200000,2000,72000,2010-01-31,2010-03-02
710,0,South,Insurance_details_US_South_day0.csv,198.0,733.0,2,596,500000,5000,60000,2010-04-01,2010-04-11
711,0,South,Insurance_details_US_South_day0.csv,851.0,826.0,2,296,500000,5000,60000,2010-04-02,2010-04-12
712,0,South,Insurance_details_US_South_day0.csv,487.0,878.0,12,1067,200000,2000,72000,2010-01-31,2010-03-02
713,0,South,Insurance_details_US_South_day0.csv,234.0,655.0,10,691,400000,60000,60000,2011-06-30,2011-07-20
714,0,South,Insurance_details_US_South_day0.csv,568.0,786.0,2,1119,500000,5000,60000,2010-04-06,2010-04-16
715,0,South,Insurance_details_US_South_day0.csv,434.0,674.0,10,1141,400000,60000,60000,2010-06-30,2010-07-20
716,0,South,Insurance_details_US_South_day0.csv,335.0,868.0,12,590,200000,2000,72000,2011-02-01,2011-03-03
717,0,South,Insurance_details_US_South_day0.csv,865.0,828.0,2,1002,500000,5000,60000,2012-03-31,2012-04-10
718,0,South,Insurance_details_US_South_day0.csv,643.0,797.0,2,285,500000,5000,60000,2012-03-31,2012-04-10
719,0,South,Insurance_details_US_South_day0.csv,801.0,814.0,2,324,500000,5000,60000,2012-03-31,2012-04-10
720,0,South,Insurance_details_US_South_day0.csv,457.0,676.0,10,34,400000,60000,60000,2012-06-29,2012-07-19
721,0,South,Insurance_details_US_South_day0.csv,143.0,726.0,2,554,500000,5000,60000,2012-03-31,2012-04-10
722,0,South,Insurance_details_US_South_day0.csv,275.0,659.0,10,1039,400000,60000,60000,2012-06-29,2012-07-19
723,0,South,Insurance_details_US_South_day0.csv,291.0,746.0,2,663,500000,5000,60000,2013-04-01,2013-04-11
724,0,South,Insurance_details_US_South_day0.csv,453.0,766.0,2,211,500000,5000,60000,2012-03-31,2012-04-10
725,0,South,Insurance_details_US_South_day0.csv,407.0,870.0,12,242,200000,2000,72000,2012-01-31,2012-03-01
726,0,South,Insurance_details_US_South_day0.csv,263.0,743.0,2,343,500000,5000,60000,2009-04-01,2009-04-11
727,0,South,Insurance_details_US_South_day0.csv,689.0,806.0,2,49,500000,5000,60000,2013-04-01,2013-04-11
728,0,South,Insurance_details_US_South_day0.csv,533.0,882.0,12,272,200000,2000,72000,2012-01-31,2012-03-01
729,0,South,Insurance_details_US_South_day0.csv,18.0,718.0,2,946,500000,5000,60000,2013-04-01,2013-04-11
730,0,South,Insurance_details_US_South_day0.csv,1063.0,840.0,2,318,500000,5000,60000,2013-04-01,2013-04-11
731,0,South,Insurance_details_US_South_day0.csv,575.0,682.0,10,791,400000,60000,60000,2011-06-30,2011-07-20
732,0,South,Insurance_details_US_South_day0.csv,1083.0,712.0,10,400,400000,60000,60000,2009-06-30,2009-07-20
733,0,South,Insurance_details_US_South_day0.csv,513.0,678.0,10,472,400000,60000,60000,2013-06-30,2013-07-20
734,0,South,Insurance_details_US_South_day0.csv,527.0,881.0,12,435,200000,2000,72000,2014-01-31,2014-03-02
735,0,South,Insurance_details_US_South_day0.csv,380.0,755.0,2,110,500000,5000,60000,2016-03-31,2016-04-10
736,0,South,Insurance_details_US_South_day0.csv,659.0,802.0,2,20,500000,5000,60000,2009-04-01,2009-04-11
737,0,South,Insurance_details_US_South_day0.csv,187.0,728.0,2,855,500000,5000,60000,2016-03-31,2016-04-10
738,0,South,Insurance_details_US_South_day0.csv,471.0,769.0,2,378,500000,5000,60000,2013-04-01,2013-04-11
739,0,South,Insurance_details_US_South_day0.csv,194.0,731.0,2,273,500000,5000,60000,2009-04-01,2009-04-11
740,0,South,Insurance_details_US_South_day0.csv,806.0,817.0,2,920,500000,5000,60000,2012-03-31,2012-04-10
741,0,South,Insurance_details_US_South_day0.csv,419.0,761.0,2,212,500000,5000,60000,2008-03-31,2008-04-10
742,0,South,Insurance_details_US_South_day0.csv,359.0,667.0,10,1131,400000,60000,60000,2008-06-29,2008-07-19
743,0,South,Insurance_details_US_South_day0.csv,330.0,665.0,10,944,400000,60000,60000,2007-06-30,2007-07-20
744,0,South,Insurance_details_US_South_day0.csv,675.0,803.0,2,961,500000,5000,60000,2011-04-01,2011-04-11
745,0,South,Insurance_details_US_South_day0.csv,590.0,886.0,12,40,200000,2000,72000,2015-01-31,2015-03-02
746,0,South,Insurance_details_US_South_day0.csv,249.0,738.0,2,23,500000,5000,60000,2011-04-01,2011-04-11
747,0,South,Insurance_details_US_South_day0.csv,308.0,663.0,10,496,400000,60000,60000,2011-06-30,2011-07-20
748,0,South,Insurance_details_US_South_day0.csv,499.0,774.0,2,282,500000,5000,60000,2012-03-31,2012-04-10
749,0,South,Insurance_details_US_South_day0.csv,1022.0,897.0,12,163,200000,2000,72000,2017-01-31,2017-03-02
750,0,South,Insurance_details_US_South_day0.csv,398.0,672.0,10,541,400000,60000,60000,2007-06-30,2007-07-20
751,0,South,Insurance_details_US_South_day0.csv,1114.0,842.0,2,622,500000,5000,60000,2009-04-01,2009-04-11
752,0,South,Insurance_details_US_South_day0.csv,258.0,742.0,2,771,500000,5000,60000,2010-04-01,2010-04-11
753,0,South,Insurance_details_US_South_day0.csv,543.0,784.0,2,1143,500000,5000,60000,2017-04-01,2017-04-11
754,0,South,Insurance_details_US_South_day0.csv,844.0,703.0,10,874,400000,60000,60000,2013-06-30,2013-07-20
755,0,South,Insurance_details_US_South_day0.csv,760.0,695.0,10,679,400000,60000,60000,2009-06-30,2009-07-20
756,0,South,Insurance_details_US_South_day0.csv,824.0,822.0,2,687,500000,5000,60000,2010-04-01,2010-04-11
757,0,South,Insurance_details_US_South_day0.csv,632.0,887.0,12,939,200000,2000,72000,2008-01-31,2008-03-01
758,0,South,Insurance_details_US_South_day0.csv,75.0,721.0,2,609,500000,5000,60000,2014-04-01,2014-04-11
759,0,South,Insurance_details_US_South_day0.csv,5.0,714.0,2,320,500000,5000,60000,2012-03-31,2012-04-10
760,0,South,Insurance_details_US_South_day0.csv,125.0,724.0,2,748,500000,5000,60000,2007-04-01,2007-04-11
761,0,South,Insurance_details_US_South_day0.csv,783.0,811.0,2,373,500000,5000,60000,2011-04-01,2011-04-11
762,0,South,Insurance_details_US_South_day0.csv,474.0,876.0,12,294,200000,2000,72000,2010-02-01,2010-03-03
763,0,South,Insurance_details_US_South_day0.csv,190.0,650.0,10,220,400000,60000,60000,2011-06-30,2011-07-20
764,0,South,Insurance_details_US_South_day0.csv,1016.0,709.0,10,1126,400000,60000,60000,2016-06-29,2016-07-19
765,0,South,Insurance_details_US_South_day0.csv,541.0,782.0,2,753,500000,5000,60000,2013-04-01,2013-04-11
766,0,South,Insurance_details_US_South_day0.csv,922.0,835.0,2,253,500000,5000,60000,2009-04-01,2009-04-11
767,0,South,Insurance_details_US_South_day0.csv,641.0,688.0,10,195,400000,60000,60000,2014-06-30,2014-07-20
768,0,South,Insurance_details_US_South_day0.csv,914.0,834.0,2,800,500000,5000,60000,2014-04-01,2014-04-11
769,0,South,Insurance_details_US_South_day0.csv,957.0,706.0,10,843,400000,60000,60000,2014-06-30,2014-07-20
770,0,South,Insurance_details_US_South_day0.csv,237.0,656.0,10,516,400000,60000,60000,2006-06-30,2006-07-20
771,0,South,Insurance_details_US_South_day0.csv,94.0,722.0,2,574,500000,5000,60000,2014-04-01,2014-04-11
772,0,South,Insurance_details_US_South_day0.csv,904.0,895.0,12,372,200000,2000,72000,2012-01-31,2012-03-01
773,0,South,Insurance_details_US_South_day0.csv,221.0,845.0,3,873,500000,5000,60000,2011-04-01,2011-04-11
774,0,South,Insurance_details_US_South_day0.csv,293.0,846.0,4,698,400000,60000,120000,2012-06-29,2012-07-19
775,0,South,Insurance_details_US_South_day0.csv,385.0,852.0,7,312,500000,5000,60000,2011-04-01,2011-04-11
776,0,South,Insurance_details_US_South_day0.csv,646.0,799.0,2,221,500000,5000,60000,2013-04-01,2013-04-11
777,0,South,Insurance_details_US_South_day0.csv,186.0,727.0,2,1090,500000,5000,60000,2010-04-01,2010-04-11
778,0,South,Insurance_details_US_South_day0.csv,900.0,833.0,2,1127,500000,5000,60000,2009-04-01,2009-04-11
779,0,South,Insurance_details_US_South_day0.csv,252.0,740.0,2,756,500000,5000,60000,2013-04-01,2013-04-11
780,0,South,Insurance_details_US_South_day0.csv,860.0,853.0,8,1147,500000,5000,60000,2012-03-31,2012-04-10
781,0,South,Insurance_details_US_South_day0.csv,594.0,684.0,10,91,400000,60000,60000,2015-06-30,2015-07-20
782,0,South,Insurance_details_US_South_day0.csv,947.0,705.0,10,203,400000,60000,60000,2008-06-29,2008-07-19
783,0,South,Insurance_details_US_South_day0.csv,1126.0,844.0,2,899,500000,5000,60000,2011-04-01,2011-04-11
784,0,South,Insurance_details_US_South_day0.csv,663.0,690.0,10,546,400000,60000,60000,2018-06-30,2018-07-20
785,0,South,Insurance_details_US_South_day0.csv,595.0,685.0,10,710,400000,60000,60000,2010-06-30,2010-07-20
786,0,South,Insurance_details_US_South_day0.csv,825.0,701.0,10,936,400000,60000,60000,2012-06-29,2012-07-19
787,0,South,Insurance_details_US_South_day0.csv,6.0,715.0,2,931,500000,5000,60000,2010-04-02,2010-04-12
788,0,South,Insurance_details_US_South_day0.csv,684.0,804.0,2,1053,500000,5000,60000,2012-03-31,2012-04-10
789,0,South,Insurance_details_US_South_day0.csv,690.0,807.0,2,504,500000,5000,60000,2012-04-02,2012-04-12
790,0,South,Insurance_details_US_South_day0.csv,95.0,644.0,10,926,400000,60000,60000,2010-06-30,2010-07-20
791,0,South,Insurance_details_US_South_day0.csv,1115.0,843.0,2,419,500000,5000,60000,2010-04-02,2010-04-12
792,0,South,Insurance_details_US_South_day0.csv,460.0,875.0,12,1086,200000,2000,72000,2010-02-02,2010-03-04
793,0,South,Insurance_details_US_South_day0.csv,238.0,735.0,2,587,500000,5000,60000,2010-04-01,2010-04-11
794,0,South,Insurance_details_US_South_day0.csv,410.0,673.0,10,290,400000,60000,60000,2010-07-01,2010-07-21
795,0,South,Insurance_details_US_South_day0.csv,1085.0,900.0,12,630,200000,2000,72000,2011-02-01,2011-03-03
796,0,South,Insurance_details_US_South_day0.csv,866.0,829.0,2,555,500000,5000,60000,2012-04-01,2012-04-11
797,0,South,Insurance_details_US_South_day0.csv,271.0,744.0,2,909,500000,5000,60000,2010-04-01,2010-04-11
798,0,South,Insurance_details_US_South_day0.csv,1064.0,899.0,12,859,200000,2000,72000,2013-02-01,2013-03-03
799,0,South,Insurance_details_US_South_day0.csv,508.0,880.0,12,429,200000,2000,72000,2010-01-31,2010-03-02
800,0,South,Insurance_details_US_South_day0.csv,1023.0,838.0,2,289,500000,5000,60000,2012-03-31,2012-04-10
801,0,South,Insurance_details_US_South_day0.csv,886.0,894.0,12,602,200000,2000,72000,2011-01-31,2011-03-02
802,0,South,Insurance_details_US_South_day0.csv,195.0,860.0,12,426,200000,2000,72000,2012-01-31,2012-03-01
803,0,South,Insurance_details_US_South_day0.csv,24.0,719.0,2,414,500000,5000,60000,2010-04-01,2010-04-11
804,0,South,Insurance_details_US_South_day0.csv,965.0,708.0,10,918,400000,60000,60000,2010-06-30,2010-07-20
805,0,South,Insurance_details_US_South_day0.csv,336.0,750.0,2,789,500000,5000,60000,2012-03-31,2012-04-10
806,0,South,Insurance_details_US_South_day0.csv,569.0,787.0,2,1132,500000,5000,60000,2011-04-01,2011-04-11
807,0,South,Insurance_details_US_South_day0.csv,365.0,753.0,2,117,500000,5000,60000,2014-04-01,2014-04-11
808,0,South,Insurance_details_US_South_day0.csv,250.0,739.0,2,430,500000,5000,60000,2009-04-01,2009-04-11
809,0,South,Insurance_details_US_South_day0.csv,544.0,883.0,12,651,200000,2000,72000,2012-01-31,2012-03-01
810,0,South,Insurance_details_US_South_day0.csv,126.0,858.0,12,847,200000,2000,72000,2009-01-31,2009-03-02
811,0,South,Insurance_details_US_South_day0.csv,807.0,818.0,2,743,500000,5000,60000,2011-04-01,2011-04-11
812,0,South,Insurance_details_US_South_day0.csv,199.0,651.0,10,93,400000,60000,60000,2013-06-30,2013-07-20
813,0,South,Insurance_details_US_South_day0.csv,784.0,890.0,12,369,200000,2000,72000,2011-01-31,2011-03-02
814,0,South,Insurance_details_US_South_day0.csv,537.0,781.0,2,197,500000,5000,60000,2012-03-31,2012-04-10
815,0,South,Insurance_details_US_South_day0.csv,802.0,699.0,10,940,400000,60000,60000,2016-06-29,2016-07-19
816,0,South,Insurance_details_US_South_day0.csv,644.0,798.0,2,639,500000,5000,60000,2016-03-31,2016-04-10
817,0,South,Insurance_details_US_South_day0.csv,420.0,872.0,12,612,200000,2000,72000,2017-01-31,2017-03-02
818,0,South,Insurance_details_US_South_day0.csv,514.0,777.0,2,984,500000,5000,60000,2013-04-01,2013-04-11
819,0,South,Insurance_details_US_South_day0.csv,717.0,808.0,2,105,500000,5000,60000,2018-04-01,2018-04-11
820,0,South,Insurance_details_US_South_day0.csv,314.0,747.0,2,139,500000,5000,60000,2019-04-01,2019-04-11
821,0,South,Insurance_details_US_South_day0.csv,625.0,794.0,2,1100,500000,5000,60000,2014-04-01,2014-04-11
822,0,South,Insurance_details_US_South_day0.csv,454.0,874.0,12,424,200000,2000,72000,2016-01-31,2016-03-01
823,0,South,Insurance_details_US_South_day0.csv,224.0,734.0,2,956,500000,5000,60000,2012-03-31,2012-04-10
824,0,South,Insurance_details_US_South_day0.csv,382.0,756.0,2,73,500000,5000,60000,2011-04-01,2011-04-11
825,0,South,Insurance_details_US_South_day0.csv,858.0,827.0,2,134,500000,5000,60000,2015-04-01,2015-04-11
826,0,South,Insurance_details_US_South_day0.csv,279.0,866.0,12,143,200000,2000,72000,2017-01-31,2017-03-02
827,0,South,Insurance_details_US_South_day0.csv,528.0,679.0,10,339,400000,60000,60000,2014-06-30,2014-07-20
828,0,South,Insurance_details_US_South_day0.csv,188.0,649.0,10,1031,400000,60000,60000,2009-06-30,2009-07-20
829,0,South,Insurance_details_US_South_day0.csv,576.0,683.0,10,1094,400000,60000,60000,2007-06-30,2007-07-20
830,0,South,Insurance_details_US_South_day0.csv,633.0,687.0,10,945,400000,60000,60000,2007-06-30,2007-07-20
831,0,South,Insurance_details_US_South_day0.csv,259.0,657.0,10,1145,400000,60000,120000,2017-06-30,2017-07-20
832,0,South,Insurance_details_US_South_day0.csv,472.0,770.0,2,1146,500000,5000,60000,2009-04-01,2009-04-11
833,0,South,Insurance_details_US_South_day0.csv,821.0,821.0,2,187,500000,5000,60000,2010-04-01,2010-04-11
834,0,South,Insurance_details_US_South_day0.csv,444.0,764.0,2,981,500000,5000,60000,2010-04-01,2010-04-11
835,0,South,Insurance_details_US_South_day0.csv,166.0,647.0,10,1024,400000,60000,60000,2016-06-29,2016-07-19
836,0,South,Insurance_details_US_South_day0.csv,489.0,879.0,12,304,200000,2000,72000,2017-01-31,2017-03-02
837,0,South,Insurance_details_US_South_day0.csv,772.0,696.0,10,802,400000,60000,60000,2009-06-30,2009-07-20
838,0,South,Insurance_details_US_South_day0.csv,388.0,670.0,10,951,400000,60000,60000,2018-06-30,2018-07-20
839,0,South,Insurance_details_US_South_day0.csv,331.0,867.0,12,694,200000,2000,72000,2007-01-31,2007-03-02
840,0,South,Insurance_details_US_South_day0.csv,399.0,869.0,12,151,200000,2000,72000,2007-01-31,2007-03-02
841,0,South,Insurance_details_US_South_day0.csv,845.0,824.0,2,77,500000,5000,60000,2018-04-01,2018-04-11
842,0,South,Insurance_details_US_South_day0.csv,730.0,809.0,2,569,500000,5000,60000,2015-04-01,2015-04-11
843,0,South,Insurance_details_US_South_day0.csv,652.0,800.0,2,714,500000,5000,60000,2015-04-01,2015-04-11
844,0,South,Insurance_details_US_South_day0.csv,697.0,888.0,12,923,200000,2000,72000,2014-01-31,2014-03-02
845,0,South,Insurance_details_US_South_day0.csv,455.0,767.0,2,95,500000,5000,60000,2015-04-04,2015-04-14
846,0,South,Insurance_details_US_South_day0.csv,476.0,877.0,12,1046,200000,2000,72000,2011-01-31,2011-03-02
847,0,South,Insurance_details_US_South_day0.csv,350.0,751.0,2,717,500000,5000,60000,2012-03-31,2012-04-10
848,0,South,Insurance_details_US_South_day0.csv,189.0,729.0,2,917,500000,5000,60000,2012-04-03,2012-04-13
849,0,South,Insurance_details_US_South_day0.csv,180.0,859.0,12,759,200000,2000,72000,2011-01-31,2011-03-02
850,0,South,Insurance_details_US_South_day0.csv,887.0,832.0,2,599,500000,5000,60000,2010-04-01,2010-04-11
851,0,South,Insurance_details_US_South_day0.csv,389.0,757.0,2,7,500000,5000,60000,2011-04-01,2011-04-11
852,0,South,Insurance_details_US_South_day0.csv,421.0,762.0,2,345,500000,5000,60000,2012-04-02,2012-04-12
853,0,South,Insurance_details_US_South_day0.csv,785.0,812.0,2,664,500000,5000,60000,2011-04-03,2011-04-13
854,0,South,Insurance_details_US_South_day0.csv,496.0,772.0,2,871,500000,5000,60000,2010-04-01,2010-04-11
855,0,South,Insurance_details_US_South_day0.csv,529.0,780.0,2,533,500000,5000,60000,2010-04-01,2010-04-11
856,0,South,Insurance_details_US_South_day0.csv,272.0,745.0,2,61,500000,5000,60000,2010-04-01,2010-04-11
857,0,South,Insurance_details_US_South_day0.csv,822.0,700.0,10,352,400000,60000,60000,2012-06-29,2012-07-19
858,0,South,Insurance_details_US_South_day0.csv,831.0,823.0,2,766,500000,5000,60000,2011-04-04,2011-04-14
859,0,South,Insurance_details_US_South_day0.csv,577.0,790.0,2,491,500000,5000,60000,2011-04-01,2011-04-11
860,0,South,Insurance_details_US_South_day0.csv,7.0,716.0,2,146,500000,5000,60000,2012-03-31,2012-04-10
861,0,South,Insurance_details_US_South_day0.csv,626.0,795.0,2,1030,500000,5000,60000,2010-04-01,2010-04-11
862,0,South,Insurance_details_US_South_day0.csv,225.0,653.0,10,178,400000,60000,60000,2011-06-30,2011-07-20
863,0,South,Insurance_details_US_South_day0.csv,778.0,697.0,10,551,400000,60000,60000,2011-06-30,2011-07-20
864,0,South,Insurance_details_US_South_day0.csv,332.0,749.0,2,1148,500000,5000,60000,2010-04-01,2010-04-11
865,0,South,Insurance_details_US_South_day0.csv,664.0,691.0,10,880,400000,60000,60000,2011-06-30,2011-07-20
866,0,South,Insurance_details_US_South_day0.csv,127.0,646.0,10,370,400000,60000,60000,2013-06-30,2013-07-20
867,0,South,Insurance_details_US_South_day0.csv,449.0,873.0,12,382,200000,2000,72000,2013-01-31,2013-03-02
868,0,South,Insurance_details_US_South_day0.csv,968.0,836.0,2,188,500000,5000,60000,2011-04-01,2011-04-11
869,0,South,Insurance_details_US_South_day0.csv,1086.0,901.0,12,172,200000,2000,72000,2011-01-31,2011-03-02
870,0,South,Insurance_details_US_South_day0.csv,375.0,754.0,2,1010,500000,5000,60000,2010-04-01,2010-04-11
871,0,South,Insurance_details_US_South_day0.csv,636.0,796.0,2,810,500000,5000,60000,2011-04-01,2011-04-11
872,0,South,Insurance_details_US_South_day0.csv,260.0,864.0,12,331,200000,2000,72000,2015-01-31,2015-03-02
873,0,South,Insurance_details_US_South_day0.csv,102.0,723.0,2,783,500000,5000,60000,2007-04-01,2007-04-11
874,0,South,Insurance_details_US_South_day0.csv,461.0,677.0,10,10,400000,60000,60000,2016-06-29,2016-07-19
875,0,South,Insurance_details_US_South_day0.csv,808.0,819.0,2,908,500000,5000,60000,2010-04-01,2010-04-11
876,0,South,Insurance_details_US_South_day0.csv,1080.0,710.0,10,900,400000,60000,60000,2012-06-29,2012-07-19
877,0,South,Insurance_details_US_South_day0.csv,867.0,830.0,2,246,500000,5000,60000,2007-04-01,2007-04-11
878,0,South,Insurance_details_US_South_day0.csv,1026.0,898.0,12,973,200000,2000,72000,2011-01-31,2011-03-02
879,0,South,Insurance_details_US_South_day0.csv,1143.0,902.0,12,667,200000,2000,72000,2018-01-31,2018-03-02
880,0,South,Insurance_details_US_South_day0.csv,315.0,664.0,10,738,400000,60000,60000,2007-06-30,2007-07-20
881,0,South,Insurance_details_US_South_day0.csv,573.0,788.0,2,309,500000,5000,60000,2007-04-01,2007-04-11
882,0,South,Insurance_details_US_South_day0.csv,846.0,893.0,12,196,200000,2000,72000,2012-01-31,2012-03-01
883,0,South,Insurance_details_US_South_day0.csv,545.0,884.0,12,1091,200000,2000,72000,2009-01-31,2009-03-02
884,0,South,Insurance_details_US_South_day0.csv,239.0,736.0,2,311,500000,5000,60000,2007-04-01,2007-04-11
885,0,South,Insurance_details_US_South_day0.csv,400.0,758.0,2,720,500000,5000,60000,2017-04-01,2017-04-11
886,0,South,Insurance_details_US_South_day0.csv,383.0,669.0,10,274,400000,60000,60000,2008-06-29,2008-07-19
887,0,South,Insurance_details_US_South_day0.csv,411.0,871.0,12,724,200000,2000,72000,2007-01-31,2007-03-02
888,0,South,Insurance_details_US_South_day0.csv,606.0,791.0,2,1021,500000,5000,60000,2014-04-01,2014-04-11
889,0,South,Insurance_details_US_South_day0.csv,804.0,815.0,2,1152,500000,5000,60000,2008-03-31,2008-04-10
890,0,South,Insurance_details_US_South_day0.csv,539.0,681.0,10,384,400000,60000,60000,2011-06-30,2011-07-20
891,0,South,Insurance_details_US_South_day0.csv,281.0,660.0,10,611,400000,60000,60000,2014-06-30,2014-07-20
892,0,South,Insurance_details_US_South_day0.csv,254.0,741.0,2,911,500000,5000,60000,2010-04-01,2010-04-11
893,0,South,Insurance_details_US_South_day0.csv,515.0,778.0,2,229,500000,5000,60000,2012-03-31,2012-04-10
894,0,South,Insurance_details_US_South_day0.csv,66.0,857.0,12,726,200000,2000,72000,2009-01-31,2009-03-02
895,0,South,Insurance_details_US_South_day0.csv,196.0,732.0,2,544,500000,5000,60000,2016-03-31,2016-04-10
896,0,South,Insurance_details_US_South_day0.csv,509.0,775.0,2,490,500000,5000,60000,2017-04-01,2017-04-11
897,0,South,Insurance_details_US_South_day0.csv,685.0,805.0,2,591,500000,5000,60000,2013-04-01,2013-04-11
898,0,South,Insurance_details_US_South_day0.csv,200.0,862.0,12,713,200000,2000,72000,2018-01-31,2018-03-02
899,1,South,Insurance_details_US_South_day1.csv,222.0,847.0,4,425,400000,60000,120000,2012-06-29,2012-07-19
900,1,South,Insurance_details_US_South_day1.csv,294.0,849.0,5,746,500000,5000,60000,2013-04-01,2013-04-11
901,1,South,Insurance_details_US_South_day1.csv,386.0,854.0,8,1064,500000,5000,60000,2012-03-31,2012-04-10
902,1,South,Insurance_details_US_South_day1.csv,860.0,855.0,9,1147,500000,5000,60000,2013-04-01,2013-04-11
903,1,South,Insurance_details_US_South_day1.csv,903.0,855.0,9,88,500000,5000,60000,2013-04-01,2013-04-11
904,2,South,Insurance_details_US_South_day2.csv,223.0,850.0,5,1102,500000,5000,60000,2013-04-01,2013-04-11
905,2,South,Insurance_details_US_South_day2.csv,295.0,851.0,6,523,500000,5000,60000,2014-04-01,2014-04-11
906,2,South,Insurance_details_US_South_day2.csv,387.0,856.0,9,1064,500000,5000,60000,2013-04-01,2013-04-11
907,2,South,Insurance_details_US_South_day2.csv,861.0,848.0,4,114,400000,60000,120000,2014-01-04,2014-01-09
908,2,South,Insurance_details_US_South_day2.csv,903.0,856.0,9,88,500000,5000,60000,2013-04-01,2013-04-11
909,2,South,Insurance_details_US_South_day2.csv,939.0,856.0,9,412,500000,5000,60000,2013-04-01,2013-04-11
910,0,West,Insurance_details_US_West_day0.csv,611.0,938.0,10,839,400000,60000,60000,2018-06-30,2018-07-20
911,0,West,Insurance_details_US_West_day0.csv,650.0,1139.0,12,321,200000,2000,72000,2013-02-02,
912,0,West,Insurance_details_US_West_day0.csv,907.0,1148.0,12,357,200000,2000,72000,2013-02-01,
913,0,West,Insurance_details_US_West_day0.csv,839.0,1045.0,2,513,500000,5000,60000,2013-04-05,2013-04-15
914,0,West,Insurance_details_US_West_day0.csv,1001.0,1070.0,2,853,500000,5000,60000,2010-04-01,2010-04-11
915,0,West,Insurance_details_US_West_day0.csv,146.0,989.0,2,11,500000,5000,60000,2010-04-01,2010-04-11
916,0,West,Insurance_details_US_West_day0.csv,674.0,1029.0,2,186,500000,5000,60000,2010-04-01,2010-04-11
917,0,West,Insurance_details_US_West_day0.csv,1084.0,1087.0,2,865,500000,5000,60000,2010-04-02,2010-04-12
918,0,West,Insurance_details_US_West_day0.csv,762.0,1040.0,2,1114,500000,5000,60000,2010-04-02,2010-04-12
919,0,West,Insurance_details_US_West_day0.csv,494.0,1130.0,12,902,200000,2000,72000,2010-01-31,
920,0,West,Insurance_details_US_West_day0.csv,264.0,997.0,2,90,500000,5000,60000,2012-03-31,2012-04-10
921,0,West,Insurance_details_US_West_day0.csv,362.0,1005.0,2,741,500000,5000,60000,2013-04-01,2013-04-11
922,0,West,Insurance_details_US_West_day0.csv,972.0,1066.0,2,475,500000,5000,60000,2010-04-02,2010-04-12
923,0,West,Insurance_details_US_West_day0.csv,863.0,1049.0,2,510,500000,5000,60000,2012-03-31,2012-04-10
924,0,West,Insurance_details_US_West_day0.csv,1123.0,972.0,10,1078,400000,60000,60000,2012-06-30,2012-07-20
925,0,West,Insurance_details_US_West_day0.csv,72.0,1115.0,12,441,200000,2000,72000,2011-01-31,
926,0,West,Insurance_details_US_West_day0.csv,140.0,987.0,2,410,500000,5000,60000,2011-04-03,2011-04-13
927,0,West,Insurance_details_US_West_day0.csv,950.0,1060.0,2,15,500000,5000,60000,2009-04-01,2009-04-11
928,0,West,Insurance_details_US_West_day0.csv,596.0,1019.0,2,1098,500000,5000,60000,2011-04-01,2011-04-11
929,0,West,Insurance_details_US_West_day0.csv,1105.0,1094.0,2,688,500000,5000,60000,2012-03-31,2012-04-10
930,0,West,Insurance_details_US_West_day0.csv,818.0,947.0,10,488,400000,60000,60000,2013-06-30,2013-07-20
931,0,West,Insurance_details_US_West_day0.csv,1135.0,1099.0,2,1015,500000,5000,60000,2011-04-01,2011-04-11
932,0,West,Insurance_details_US_West_day0.csv,1149.0,1101.0,2,735,500000,5000,60000,2013-04-01,2013-04-11
933,0,West,Insurance_details_US_West_day0.csv,774.0,945.0,10,433,400000,60000,60000,2012-06-29,2012-07-19
